id,canonical_name,developer,technology,status,mw_peak,mw_nominal,hectares,turbines,first_seen,last_seen,municipalities,ine_codes,provinces,document_urls
493,Planta solar fotovoltaica Patria II,"Generación Eólico Solar 10, S.L.",solar_fv,favorable_condicionada,29.98,,,,2023-02-08,2023-02-08,Algeciras,11004,Cádiz,https://juntadeandalucia.es/eboja/2023/26/BOJA23-026-00001-1553-01_00276666.pdf
494,FV El Caballo 1,"Caletona Servicios y Gestiones, S.L.",solar_fv,desconocido,,,,,2023-02-08,2023-02-08,Bujalance; Montoro,14012;14043,Córdoba,https://juntadeandalucia.es/eboja/2023/26/BOJA23-026-00001-1845-01_00277019.pdf
495,FV El Caballo 2,"Caletona Servicios y Gestiones, S.L.",solar_fv,desconocido,38.0,,,,2023-02-08,2023-02-08,Bujalance,14012,Córdoba,https://juntadeandalucia.es/eboja/2023/26/BOJA23-026-00001-1841-01_00276964.pdf
496,FV El Caballo 3,"Caletona Servicios y Gestiones, S.L.",solar_fv,desconocido,38.0,,,,2023-02-08,2023-02-08,Bujalance,14012,Córdoba,https://juntadeandalucia.es/eboja/2023/26/BOJA23-026-00001-1844-01_00276981.pdf
502,planta solar fotovoltaica La Cabrita 50 MW,,solar_fv,desconocido,50.0,50.0,,,2019-02-08,2019-02-08,Tabernas,04088,Almería,https://juntadeandalucia.es/eboja/2019/27/BOJA19-027-00001-921-01_00149454.pdf
503,Planta Fotovoltaica «Las Canteras»,"Generación Fotovoltaica Meridional, S.L.U.",solar_fv,desconocido,,,,,2024-10-07,2024-10-07,Baza; Caniles,18023;18039,Granada,https://juntadeandalucia.es/eboja/2024/195/BOJA24-195-00001-51454-01_00308403.pdf
505,TAIFA 10,"Arena Power Ren 11, S.L.",solar_fv,desconocido,4.99,,,,2025-07-07,2025-07-07,Córdoba,14021,Córdoba,https://juntadeandalucia.es/eboja/2025/128/BOJA25-128-00001-8415-01_00322013.pdf
506,Camino de Indias 122,"Lemon Tree Power Ren 4, S.L.",solar_fv,desconocido,4.99,,,,2025-07-07,2025-07-07,Córdoba,14021,Córdoba,https://juntadeandalucia.es/eboja/2025/128/BOJA25-128-00001-8201-01_00321800.pdf
507,PSF Camino de Indias 19,"Arena Power Ren 4, S.L.",solar_fv,favorable_condicionada,4.99,,,,2024-06-07,2024-06-07,Trigueros,21070,Huelva,https://juntadeandalucia.es/eboja/2024/110/BOJA24-110-00001-45844-01_00302794.pdf
508,"Instalación planta solar fotovoltaica ""Mares 37""","Arena Green Power Ren 37, S.L.U.",solar_fv,desconocido,3.82,,,,2025-04-07,2025-04-07,Beas,21011,Huelva,https://juntadeandalucia.es/eboja/2025/66/BOJA25-066-00001-1771-01_00315380.pdf
509,Mirabal Solar II,"Global Solar Energy Quince, S.L.U.",solar_fv,desconocido,49.97,,,,2023-03-07,2023-03-07,Montoro,14043,Córdoba,https://juntadeandalucia.es/eboja/2023/44/BOJA23-044-00001-2430-01_00277539.pdf
510,Mirabal Solar III,"Global Solar Energy Dieciséis, S.L.U.",solar_fv,desconocido,49.99,,,,2023-03-07,2023-03-07,Marmolejo; Montoro,23059;14043,Córdoba; Jaén,https://juntadeandalucia.es/eboja/2023/44/BOJA23-044-00001-2431-01_00277542.pdf
511,Mirabal Solar I,"Global Solar Energy Nueve, S.L.U.",solar_fv,desconocido,49.987,,,,2023-03-07,2023-03-07,Montoro,14043,Córdoba,https://juntadeandalucia.es/eboja/2023/44/BOJA23-044-00001-2434-01_00277547.pdf
512,Cascamorras I,"Cervino Solar, S.L.",solar_fv,desconocido,,,,,2023-03-07,2023-03-07,Dúrcal; Villamena,18071;18908,Granada,https://juntadeandalucia.es/eboja/2023/44/BOJA23-044-00001-3377-01_00278454.pdf
513,Pozo Ancho,"Bogaris PV51, S.L.U.",solar_fv,desconocido,,,,,2024-02-07,2024-02-07,Antequera,29015,Málaga,https://juntadeandalucia.es/eboja/2024/27/BOJA24-027-00001-1076-01_00296564.pdf
514,HSF Jade,"Jade Sostenible, S.L.",solar_fv,favorable_condicionada,50.0,,,,2023-02-07,2023-02-07,Alcalá de Guadaíra,41004,Sevilla,https://juntadeandalucia.es/eboja/2023/25/BOJA23-025-00001-1911-01_00277016.pdf
515,HSF Esmeralda,"Esmeralda Solar, S.L.",solar_fv,favorable_condicionada,50.0,,,,2023-02-07,2023-02-07,Alcalá de Guadaíra,41004,Sevilla,https://juntadeandalucia.es/eboja/2023/25/BOJA23-025-00001-1912-01_00277035.pdf
516,Magasquilla Hive,"Magasquilla Hive, S.L.",solar_fv,desconocido,,,,,2023-02-07,2023-02-07,Humilladero,29059,Málaga,https://juntadeandalucia.es/eboja/2023/25/BOJA23-025-00001-1451-01_00276579.pdf
517,El Cortijo Fase II,Enerfin Sociedad de Energía S.l.U.,eolica,desconocido,,,,,2023-02-07,2023-02-07,Casares; Manilva; San Roque,29041;29068;11033,Cádiz; Málaga,https://juntadeandalucia.es/eboja/2023/25/BOJA23-025-00001-1607-01_00276748.pdf https://juntadeandalucia.es/eboja/2023/25/BOJA23-025-00001-2128-01_00277198.pdf
519,Virgen del Rosario,"Virgen del Rosario, S.L.U.",solar_fv,desconocido,,,,,2023-02-07,2023-02-07,Motril,18140,Granada,https://juntadeandalucia.es/eboja/2023/25/BOJA23-025-00001-1577-01_00276680.pdf
530,Parque Eólico «Los Tramposos»,"Generación Eolicosolar 1, S.L.",eolica,desconocido,6.0,6.0,,,2023-03-06,2023-03-06,Baza; Zújar,18023;18194,Granada,https://juntadeandalucia.es/eboja/2023/43/BOJA23-043-00001-3698-01_00278768.pdf
531,Planta Solar Fotovoltaica «Humilladero Hive» y Línea de Evacuación 20 kV Humilladero Hive-Set Mollina,"Humilladero Hive, S.L.",solar_fv,desconocido,,3.5,,,2023-02-06,2023-02-06,Humilladero; Mollina,29059;29072,Málaga,https://juntadeandalucia.es/eboja/2023/24/BOJA23-024-00001-1453-01_00276568.pdf
532,Campos de Granada IV,"Arena Power Solar 2, S.L.U.; Arena Power Solar 8, S.L.U.",solar_fv,desconocido,9.98,,,,2023-02-06,2023-02-06,Villa de Otura,18149,Granada,https://juntadeandalucia.es/eboja/2023/24/BOJA23-024-00001-1576-01_00276681.pdf
534,Archo II,"Matilde Solar, S.L.",solar_fv,desconocido,,,,,2024-06-05,2024-06-05,Antequera,29015,Málaga,https://juntadeandalucia.es/eboja/2024/108/BOJA24-108-00001-18667-01_00293755.pdf
535,Archo I,"Irineo Energía, S.L.",solar_fv,desconocido,,,,,2024-06-05,2024-06-05,Antequera,29015,Málaga,https://juntadeandalucia.es/eboja/2024/108/BOJA24-108-00001-18726-01_00293820.pdf
537,Planta Solar Fotovoltaica «Camino de Indias 48»,"Arena Power REN 22, S.L.",solar_fv,favorable_condicionada,,,,,2025-05-05,2025-05-05,Carmona,41024,Sevilla,https://juntadeandalucia.es/eboja/2025/83/BOJA25-083-00001-2428-01_00316038.pdf
538,Planta Solar Fotovoltaica «Camino de Indias 51»,"Arena Power Ren 26, S.L.",solar_fv,favorable_condicionada,,,,,2025-05-05,2025-05-05,Carmona,41024,Sevilla,https://juntadeandalucia.es/eboja/2025/83/BOJA25-083-00001-2420-01_00316029.pdf
539,Planta solar fotovoltaica «Camino de Indias 50»,"Arena Power Ren 24, S.L.",solar_fv,favorable_condicionada,,,,,2025-05-05,2025-05-05,Carmona,41024,Sevilla,https://juntadeandalucia.es/eboja/2025/83/BOJA25-083-00001-2423-01_00316032.pdf
540,Planta Solar Fotovoltaica «Camino de Indias 66»,"Arena Power REN 28, S.L.",solar_fv,favorable_condicionada,,,,,2025-05-05,2025-05-05,Carmona,41024,Sevilla,https://juntadeandalucia.es/eboja/2025/83/BOJA25-083-00001-2425-01_00316034.pdf
546,Granada solar 165,"Desarrollos Fotovoltaicos Ibéricos, 28, S.L.; Desarrollos Fotovoltaicos Ibéricos, 26, S.L.; Desarrollos Fotovoltaicos Ibéricos, 27, S.L.",solar_fv,en_consulta,,78.0,,,2023-02-02,2025-02-05,Alhama de Granada; Atarfe; Cacín; Chimeneas; Moraleda de Zafayona; Pinos Puente; Íllora,18013;18022;18034;18061;18138;18158;18102,Granada,https://juntadeandalucia.es/eboja/2023/22/BOJA23-022-00001-1136-01_00276285.pdf https://juntadeandalucia.es/eboja/2025/24/BOJA25-024-00001-54978-01_00311924.pdf
548,PSFV Pinar del Rey I,"Energía, Innovación y Desarrollo Fotovoltaico, S.A.",solar_fv,desfavorable,,,,,2023-09-04,2023-09-04,Los Barrios,11008,Cádiz,https://juntadeandalucia.es/eboja/2023/169/BOJA23-169-00001-13879-01_00288882.pdf
549,PSFV Pinar del Rey II,"Energía, Innovación y Desarrollo Fotovoltaico, S.A.",solar_fv,desfavorable,,,,,2023-09-04,2023-09-04,Los Barrios,11008,Cádiz,https://juntadeandalucia.es/eboja/2023/169/BOJA23-169-00001-13883-01_00288885.pdf
553,PSFV Huerto Solar Correa,"Fotovoltaica Mairena, S.L.",solar_fv,favorable_condicionada,46.2,46.2,,,2025-06-04,2025-06-04,Jerez de la Frontera,11020,Cádiz,https://juntadeandalucia.es/eboja/2025/105/BOJA25-105-00001-6615-01_00320216.pdf
562,Bermejales Solar,"Desarrollos Fotovoltaicos Ibéricos 35, S.L.",solar_fv,desfavorable,42.0,42.0,,,2024-09-03,2024-09-03,Albuñuelas; Alhendín; La Malahá; Padul; Villamena,18007;18014;18126;18150;18908,Granada,https://juntadeandalucia.es/eboja/2024/171/BOJA24-171-00001-49964-01_00306914.pdf
569,PSFV Campim y Sistema de Evacuacion y PSFV Peñuelas y Sistema de Evacuacion,"Planta Fotovoltaica Campim, S.L.; Planta Fotovoltaica Peñuelas, S.L.",solar_fv,favorable_condicionada,,,,,2024-12-02,2024-12-02,Sanlúcar de Barrameda,11032,Cádiz,https://juntadeandalucia.es/eboja/2024/234/BOJA24-234-00001-54685-01_00311632.pdf
571,FV Cabra Rotonda 3,"Renta Cero 3 SPV, S.L.U.",solar_fv,desconocido,,,,,2022-11-02,2022-11-02,Montemayor,14041,Córdoba,https://juntadeandalucia.es/eboja/2022/210/BOJA22-210-00001-16790-01_00270060.pdf
572,Planta Solar Fotovoltaica «Demeter»,"Demeter Energía, S.L.",solar_fv,favorable_condicionada,50.0,,,,2022-11-02,2022-11-02,Los Molares,41063,Sevilla,https://juntadeandalucia.es/eboja/2022/210/BOJA22-210-00001-16413-01_00269677.pdf
573,Afrodita,"Afrodita Solar, S.L.",solar_fv,favorable_condicionada,50.0,,,,2022-11-02,2022-11-02,Los Molares,41063,Sevilla,https://juntadeandalucia.es/eboja/2022/210/BOJA22-210-00001-16412-01_00269675.pdf
574,Planta Solar Fotovoltaica «Anubis»,"Anubis Energía, S.L.",solar_fv,favorable_condicionada,50.0,,,,2022-11-02,2022-11-02,Los Molares,41063,Sevilla,https://juntadeandalucia.es/eboja/2022/210/BOJA22-210-00001-16411-01_00269696.pdf
575,PSFV «Puerto sostenible II»,"Alter Enersun, S.A.",solar_fv,favorable_condicionada,,,,,2025-10-02,2025-10-02,Huelva,21041,Huelva,https://juntadeandalucia.es/eboja/2025/190/BOJA25-190-00001-12720-01_00326317.pdf
576,PSFV «Puerto Sostenible I»,"Alter Enersun, S.A.",solar_fv,favorable_condicionada,,,,,2025-10-02,2025-10-02,Huelva,21041,Huelva,https://juntadeandalucia.es/eboja/2025/190/BOJA25-190-00001-12721-01_00326318.pdf
577,PSFV «Puerto Sostenible III»,"Alter Enersun, S.A.",solar_fv,desconocido,,,,,2025-10-02,2025-10-02,Huelva,21041,Huelva,https://juntadeandalucia.es/eboja/2025/190/BOJA25-190-00001-12722-01_00326319.pdf
581,Proyecto de planta fotovoltaica La Pared 5,"GR Solar 2020, S.L.",solar_fv,desconocido,,149.919,,,2023-05-02,2023-05-02,Lucainena de las Torres,04060,Almería,https://juntadeandalucia.es/eboja/2023/81/BOJA23-081-00001-4980-01_00280053.pdf
583,"Instalaciones híbridas renovables PE-PSFV Cactus, Cumbre Abad y Clavel","Bogaris PV47, S.L.; Bogaris PV33, S.L.; Iberian Retail Bernesga 13, S.L.U.",hibrida,desfavorable,,,,,2025-04-02,2025-04-02,El Puerto de Santa María; Jerez de la Frontera,11027;11020,Cádiz,https://juntadeandalucia.es/eboja/2025/63/BOJA25-063-00001-4092-01_00317695.pdf
586,"instalación fotovoltaica de autoconsumo de 247,4 kWp y 200 kW de inversor","Anzur-Yegüeriza, S.L.",solar_fv,en_consulta,0.2474,0.2,,,2023-03-02,2023-03-02,Puente Genil,14056,Córdoba,https://juntadeandalucia.es/eboja/2023/41/BOJA23-041-00001-3449-01_00278567.pdf
587,Planta Solar Fotovoltaica «CAR3»,"Zerinthia Energia Renovables, S.L.",solar_fv,favorable_condicionada,10.78,,,,2023-03-02,2023-03-02,Carmona,41024,Sevilla,https://juntadeandalucia.es/eboja/2023/41/BOJA23-041-00001-1181-01_00276312.pdf
588,HSF SAN 2,"Zerinthia Energía Renovables, S.L.",solar_fv,favorable_condicionada,11.2,11.2,,,2023-03-02,2023-03-02,Valencina de la Concepción,41096,Sevilla,https://juntadeandalucia.es/eboja/2023/41/BOJA23-041-00001-2409-01_00277487.pdf
593,planta solar fotovoltaica «September»,"September Solar, S.L.",solar_fv,favorable_condicionada,49.98,45.0,,,2023-02-02,2023-02-02,Setenil de las Bodegas,11034,Cádiz,https://juntadeandalucia.es/eboja/2023/22/BOJA23-022-00001-913-01_00276021.pdf
594,Planta solar fotovoltaica Isturgi,"Isturgi Solar, S.L.",solar_fv,favorable_condicionada,49.98,,,,2023-02-02,2023-02-02,Setenil de las Bodegas,11034,Cádiz,https://juntadeandalucia.es/eboja/2023/22/BOJA23-022-00001-920-01_00276030.pdf
595,planta solar fotovoltaica Taino,"Taino Solar, S.L.",solar_fv,favorable_condicionada,49.98,45.0,,,2023-02-02,2023-02-02,Setenil de las Bodegas,11034,Cádiz,https://juntadeandalucia.es/eboja/2023/22/BOJA23-022-00001-921-01_00276019.pdf
603,Planta Solar Fotovoltaica «Soberbina» e infraestructura de evacuación,"Soberbina Energía, S.L.",solar_fv,favorable_condicionada,,,,,2025-05-13,2025-09-01,Almensilla; Coria del Río; Isla Mayor; La Puebla del Río; Palomares del Río,41010;41034;41902;41079;41070,Sevilla,https://juntadeandalucia.es/eboja/2025/167/BOJA25-167-00001-9459-01_00323058.pdf https://juntadeandalucia.es/eboja/2025/89/BOJA25-089-00001-4548-01_00318151.pdf
611,"planta fotovoltaica Saleres 1, 2 (y línea de evacuación 30kV), 3 y 4, SET Saleres Solar 30/220 línea eléctrica aérea a 220 kV","Almach Solar, S.L.; Canopus Solar, S.L.; Alpha Canis, S.L.; Becrux Solar, S.L.",solar_fv,en_consulta,,,,,2023-03-01,2023-03-01,Albuñuelas; Alhendín; Padul; Villa de Otura; Villamena,18007;18014;18150;18149;18908,Granada,https://juntadeandalucia.es/eboja/2023/40/BOJA23-040-00001-3804-01_00278880.pdf
613,Proyecto de instalación solar fotovoltaica FV AG1,"Anthophila Energías Renovables, S.L.",solar_fv,favorable_condicionada,17.02,15.0,,,2023-02-01,2023-02-01,Dos Hermanas; Sevilla,41038;41091,Sevilla,https://juntadeandalucia.es/eboja/2023/21/BOJA23-021-00001-1043-01_00276183.pdf
614,Antequera II,"Mes Solar 1, S.L.",solar_fv,desconocido,,,,,2023-02-01,2023-02-01,Casabermeja,29039,Málaga,https://juntadeandalucia.es/eboja/2023/21/BOJA23-021-00001-1446-01_00276560.pdf
615,"Planta Solar Fotovoltaica, 354.83 MW y Planta de Hidrógeno Verde Villamartín H2 250 MW","Galena Renovables 6, S.L.",hibrida,en_consulta,604.83,523.0,672.62,,2025-06-30,2025-06-30,Villamartín,11041,Cádiz,https://juntadeandalucia.es/eboja/2025/123/BOJA25-123-00002-9159-01_00322758.pdf
616,Planta de electrólisis producción hidrógeno verde y almacenamiento. Instalación solar fotovoltaica para autoconsumo sin excedentes de instalación «Power To Gas»,"Bragi Solar, S.L.",hibrida,en_consulta,,,,,2024-09-27,2024-09-27,La Luisiana; Écija,41056;41039,Sevilla,https://juntadeandalucia.es/eboja/2024/189/BOJA24-189-00002-51110-01_00308059.pdf
617,"Ocupación de monte público La Chaparrita y otras (t.m. Nerva. Huelva), por LAMT 20 kV de evacuación de parques solares fotovoltáicos en el t.m. de El Campillo (Huelva)","Brownie Combustibles, S.L.",linea_evacuacion,en_consulta,,,,,2025-06-26,2025-06-26,El Campillo; Nerva,21018;21052,Huelva,https://juntadeandalucia.es/eboja/2025/121/BOJA25-121-00001-9001-01_00322600.pdf
618,Parque Solar Fotovoltaico (PSF) de 25 MW y Electrolizadora con almacenamiento,"Telmo Solar, S.L.",solar_fv,en_consulta,25.0,25.0,,,2025-02-26,2025-02-26,Antequera,29015,Málaga,https://juntadeandalucia.es/eboja/2025/39/BOJA25-039-00001-2567-01_00316176.pdf
619,Planta de hidrogeno verde Arquillo H2,"Galena Renovables 5, S.L.",hibrida,en_consulta,35.0,39.6,119.61,,2025-01-10,2026-01-07,Jerez de la Frontera; Paterna de Rivera; Puerto Real; San José del Valle,11020;11025;11028;11902,Cádiz,https://juntadeandalucia.es/eboja/2025/11/BOJA25-011-00002-426-01_00314038.pdf https://juntadeandalucia.es/eboja/2025/120/BOJA25-120-00002-8914-01_00322513.pdf https://juntadeandalucia.es/eboja/2025/139/BOJA25-139-00002-10234-01_00323832.pdf https://juntadeandalucia.es/eboja/2025/6/BOJA25-006-00002-55-01_00313669.pdf https://juntadeandalucia.es/eboja/2026/3/BOJA26-003-00002-17530-01_00331127.pdf
620,Planta de Hidrógeno Verde Abadín,"Apis Solar, S.L.",hibrida,en_consulta,25.2,15.0,51.0,,2023-08-01,2026-04-20,Arcos de la Frontera; Bornos; Espera,11006;11010;11017,Cádiz,https://juntadeandalucia.es/eboja/2023/146/BOJA23-146-00002-12708-01_00287718.pdf https://juntadeandalucia.es/eboja/2025/132/BOJA25-132-00002-9855-01_00323454.pdf https://juntadeandalucia.es/eboja/2025/141/BOJA25-141-00002-10441-01_00324039.pdf https://juntadeandalucia.es/eboja/2026/70/BOJA26-070-00002-4796-01_00336032.pdf https://juntadeandalucia.es/eboja/2026/74/BOJA26-074-00002-5078-01_00336315.pdf
621,"Planta de H2 100 MW Jerez Este Planta Solar 138,3 MWn 278,12 ha","Siroco Hydrogen 6, S.L.",hibrida,en_consulta,414.69,484.3,278.12,,2025-07-24,2025-07-24,Jerez de la Frontera; Paterna de Rivera; San José del Valle,11020;11025;11902,Cádiz,https://juntadeandalucia.es/eboja/2025/141/BOJA25-141-00002-10440-01_00324038.pdf
622,Proyecto de construcción de planta fotovoltaica y planta de electrolisis para la producción de hidrógeno renovable,"H2Green La Isla, S.L.",hibrida,en_consulta,,,,,2022-11-23,2022-11-23,Dos Hermanas,41038,Sevilla,https://juntadeandalucia.es/eboja/2022/225/BOJA22-225-00002-18399-01_00271686.pdf
625,Planta fotovoltaica y planta de electrolisis para la producción de hidrógeno verde,"Gedisol Energía, S.L.",hibrida,en_consulta,,,,,2023-02-22,2023-02-22,Alcalá la Real,23002,Jaén,https://juntadeandalucia.es/eboja/2023/36/BOJA23-036-00002-2634-01_00277778.pdf
626,Proyecto de Generación de Metanol Verde Solwinhy Cádiz,"Viridi Energías Renovables, S.L.",hibrida,en_consulta,,219.0,463.0,,2023-11-21,2023-11-21,Arcos de la Frontera,11006,Cádiz,https://juntadeandalucia.es/eboja/2023/223/BOJA23-223-00002-17562-01_00292571.pdf
631,Cerro del Andévalo I,"Narmer Solar, S.L.",solar_fv,en_consulta,50.0,50.0,,,2024-03-13,2024-03-13,El Cerro de Andévalo,21023,Huelva,https://juntadeandalucia.es/eboja/2024/51/BOJA24-051-00002-41729-01_00298427.pdf
632,Cerro del Andévalo II,"Hiperión Solar, S.L.",solar_fv,en_consulta,50.0,,,,2024-03-13,2024-03-13,El Cerro de Andévalo,21023,Huelva,https://juntadeandalucia.es/eboja/2024/51/BOJA24-051-00002-41714-01_00298410.pdf
636,Planta fotovoltaica en autoconsumo para producción de hidrógeno renovable,"Solaner Dos, S.L.U.",solar_fv,en_consulta,,,,,2023-02-06,2023-02-06,Sevilla,41091,Sevilla,https://juntadeandalucia.es/eboja/2023/24/BOJA23-024-00002-1983-01_00277083.pdf
