id,canonical_name,developer,technology,status,mw_peak,mw_nominal,hectares,turbines,first_seen,last_seen,municipalities,ine_codes,provinces,document_urls
140,"Planta Solar Fotovoltaica Cañuelo I de 36 MW, e Instalaciones de Interconexión","Delta BB1 Planta Solar, S.L.",solar_fv,favorable_condicionada,36.0,24.78,,,2023-01-16,2024-08-12,Los Barrios,11008,Cádiz,https://juntadeandalucia.es/eboja/2023/143/BOJA23-143-00001-12668-01_00287677.pdf https://juntadeandalucia.es/eboja/2023/143/BOJA23-143-00001-12670-01_00287678.pdf https://juntadeandalucia.es/eboja/2023/9/BOJA23-009-00001-20343-01_00273662.pdf https://juntadeandalucia.es/eboja/2024/156/BOJA24-156-00001-48851-01_00305801.pdf
142,PSFV Naranjito 9,"Lemon Tree Power Solar 1, SLU",solar_fv,favorable_condicionada,4.9,4.4,,,2023-07-27,2023-07-27,Huévar del Aljarafe; Sanlúcar la Mayor,41051;41087,Sevilla,https://juntadeandalucia.es/eboja/2023/143/BOJA23-143-00001-12155-01_00287179.pdf
144,Campos de Al-Andalus I,"Savanna Power Solar 5, S.L.",solar_fv,desconocido,49.99,,,,2023-03-27,2023-03-27,Gibraleón,21035,Huelva,https://juntadeandalucia.es/eboja/2023/58/BOJA23-058-00001-5017-01_00280067.pdf
145,Campos de Al-Andalus II,"Savanna Power Solar 6, S.L.",solar_fv,desconocido,49.99,,,,2023-03-27,2023-03-27,Gibraleón,21035,Huelva,https://juntadeandalucia.es/eboja/2023/58/BOJA23-058-00001-5328-01_00280384.pdf
150,Nueva Ronda II,"Vaguadas Renovables 2018, S.L.",solar_fv,favorable_condicionada,7.0,,11.0,,2023-02-27,2023-02-27,Ronda,29084,Málaga,https://juntadeandalucia.es/eboja/2023/39/BOJA23-039-00001-2506-01_00277665.pdf
153,HSF Gerena I,"Inversiones Energy Madrid, S.L.",solar_fv,favorable_condicionada,49.99,,,,2023-01-27,2023-01-27,Alcalá del Río; Burguillos; Guillena,41005;41019;41049,Sevilla,https://juntadeandalucia.es/eboja/2023/18/BOJA23-018-00001-1182-01_00276318.pdf
154,HSF Gerena III,"Inversiones Energy Madrid, S.L.",solar_fv,favorable_condicionada,42.01,,,,2023-01-27,2023-01-27,Alcalá del Río; Burguillos; Guillena,41005;41019;41049,Sevilla,https://juntadeandalucia.es/eboja/2023/18/BOJA23-018-00001-1183-01_00276305.pdf
157,Parque eólico Josmanil,"Josmanil Energy, S.L.",eolica,favorable_condicionada,30.0,30.0,,,2023-01-27,2023-01-27,La Puebla de Cazalla; Morón de la Frontera,41077;41065,Sevilla,https://juntadeandalucia.es/eboja/2023/18/BOJA23-018-00001-1402-01_00276507.pdf
158,HSF Gerena II,"Inversiones Energy Madrid, S.L.",solar_fv,favorable_condicionada,49.99,,,,2023-01-27,2023-01-27,Alcalá del Río; Burguillos; Guillena,41005;41019;41049,Sevilla,https://juntadeandalucia.es/eboja/2023/18/BOJA23-018-00001-1177-01_00276316.pdf
159,HSF PQ1,"Anthophila Energía Renovables, S.L.",solar_fv,favorable_condicionada,16.184,,,,2022-09-26,2022-09-26,Carmona; La Rinconada,41024;41081,Sevilla,https://juntadeandalucia.es/eboja/2022/185/BOJA22-185-00001-14767-01_00268041.pdf
160,PSF Camino de Indias 18,"Arena Power Ren 3, S.L.",solar_fv,favorable_condicionada,4.99,4.99,,,2024-06-26,2024-06-26,Trigueros,21070,Huelva,https://juntadeandalucia.es/eboja/2024/123/BOJA24-123-00001-46842-01_00303793.pdf
161,Andasol 3,"Marquesado Solar, S.L.",solar_fv,desconocido,,,,,2025-05-26,2025-05-26,Aldeire,18010,Granada,https://juntadeandalucia.es/eboja/2025/98/BOJA25-098-00001-2220-01_00315830.pdf
162,Mitralex Tajo de la Encantada,"Mitralex Energía, S.L.",solar_fv,favorable_condicionada,,,,,2023-05-25,2023-05-26,Alhaurín de la Torre; Alhaurín el Grande; Coín; Cártama,29007;29008;29042;29038,Málaga,https://juntadeandalucia.es/eboja/2023/98/BOJA23-098-00001-8253-01_00283289.pdf https://juntadeandalucia.es/eboja/2023/99/BOJA23-099-00001-8256-01_00283293.pdf
163,Soterramiento de Línea de Evacuación de 30 kV «Celeno Solar»,"Celeno Solar, S.L.",linea_evacuacion,desconocido,43.98,,,,2023-02-22,2024-04-26,Teba,29089,Málaga,https://juntadeandalucia.es/eboja/2023/36/BOJA23-036-00001-2504-01_00277662.pdf https://juntadeandalucia.es/eboja/2024/81/BOJA24-081-00001-43589-01_00300539.pdf
164,Guadalquivir 4,"Generadora Eléctrica IV, S.L.",solar_fv,desconocido,,,,,2025-03-26,2025-03-26,Bujalance,14012,Córdoba,https://juntadeandalucia.es/eboja/2025/58/BOJA25-058-00001-3393-01_00316998.pdf
166,Ayamonte Solar,"Parque Eólico Ayamonte, S.L.",hibrida,favorable_condicionada,21.3,21.3,,,2024-02-26,2024-02-26,Ayamonte; Villablanca,21010;21073,Huelva,https://juntadeandalucia.es/eboja/2024/40/BOJA24-040-00001-1173-01_00296746.pdf
168,El Descubrimiento 26,"Arena Green Power Ren 21, S.L.U.",solar_fv,desconocido,5.0,5.0,,,2024-11-25,2024-11-25,San Juan del Puerto; Trigueros,21064;21070,Huelva,https://juntadeandalucia.es/eboja/2024/229/BOJA24-229-00001-54139-01_00311088.pdf
170,SET La Reunión y línea aérea de alta tensión 400-220 kV,"Arbotante Solar, S.L.",solar_fv,favorable_condicionada,,,,,2022-10-25,2022-10-25,Guillena,41049,Sevilla,https://juntadeandalucia.es/eboja/2022/205/BOJA22-205-00001-16634-01_00269901.pdf
173,Instalación Solar Fotovoltaica,,,desconocido,,,,,2024-07-25,2024-07-25,,,,https://juntadeandalucia.es/eboja/2024/144/BOJA24-144-00003-48498-01_00305446.pdf
174,PSFV «HSF Killinton»,"Killington, S.L.",solar_fv,favorable_condicionada,50.022,39.401,,,2023-07-25,2023-07-25,Coria del Río; Dos Hermanas,41034;41038,Sevilla,https://juntadeandalucia.es/eboja/2023/141/BOJA23-141-00001-12149-01_00287174.pdf
175,PSFV «HSF Richwood» y LSMT 30 kV,"Richwood Invest, S.L.U.",solar_fv,favorable_condicionada,50.022,39.401,,,2023-07-25,2023-07-25,Dos Hermanas,41038,Sevilla,https://juntadeandalucia.es/eboja/2023/141/BOJA23-141-00001-12150-01_00287177.pdf
177,Proyecto gasoducto para transporte de biometano entre C.M. Miramundo y POS K-07 Gasoducto Tarifa-Córdoba,"Enagas Renovable, S.L.",otra,favorable_condicionada,,,,,2023-05-25,2025-01-22,Medina Sidonia,11023,Cádiz,https://juntadeandalucia.es/eboja/2023/98/BOJA23-098-00002-7707-01_00282743.pdf https://juntadeandalucia.es/eboja/2025/14/BOJA25-014-00001-55805-01_00312751.pdf
179,Generación de hidrógeno renovable,"Generaciones Eléctricas Andalucía, S.L.",otra,en_consulta,,,,,2023-04-25,2023-04-25,Los Barrios,11008,Cádiz,https://juntadeandalucia.es/eboja/2023/77/BOJA23-077-00001-6544-01_00281603.pdf
181,PSFV Kurtuba,"Kurtuba Solar, S.L.",solar_fv,favorable_condicionada,13.5675,,,,2024-01-25,2024-01-25,Carmona; La Rinconada,41024;41081,Sevilla,https://juntadeandalucia.es/eboja/2024/18/BOJA24-018-00001-431-01_00295494.pdf
187,PSFV Hibridación PE Granujales,"Enel Green Power España, S.L.",hibrida,en_consulta,,,,,2024-10-24,2024-10-24,Vejer de la Frontera,11039,Cádiz,https://juntadeandalucia.es/eboja/2024/208/BOJA24-208-00001-52749-01_00309697.pdf
188,Instalación Solar Fotovoltaica Cubillas,"Gandasolar 8, S.L.U.",solar_fv,favorable_condicionada,,,,,2022-09-06,2026-05-04,Albolote; Atarfe; Calicasas; Güevéjar; Moclín; Peligros; Pinos Puente,18003;18022;18037;18095;18132;18153;18158,Granada,https://juntadeandalucia.es/eboja/2022/171/BOJA22-171-00001-13957-01_00267237.pdf https://juntadeandalucia.es/eboja/2022/204/BOJA22-204-00001-15950-01_00269219.pdf https://juntadeandalucia.es/eboja/2023/51/BOJA23-051-00001-3784-01_00278900.pdf https://juntadeandalucia.es/eboja/2026/83/BOJA26-083-00001-3566-01_00334787.pdf
193,PSFV Sancho,"Generación Eolicosolar 2, S.L.",solar_fv,desfavorable,19.9,19.9,,,2023-07-24,2023-07-24,Gaucín; Jimena de la Frontera,29056;11021,Cádiz; Málaga,https://juntadeandalucia.es/eboja/2023/140/BOJA23-140-00001-12438-01_00287452.pdf
194,Proyecto sin nombre (194),,,favorable_condicionada,,,,,2023-07-24,2023-07-24,,,,https://juntadeandalucia.es/eboja/2023/140/BOJA23-140-00001-12439-01_00287453.pdf
196,PSFV Bizarrona,"Solarbay Renewable Energy, S.L.",solar_fv,desfavorable,19.98,19.98,,,2023-07-24,2023-07-24,El Puerto de Santa María,11027,Cádiz,https://juntadeandalucia.es/eboja/2023/140/BOJA23-140-00001-12444-01_00287458.pdf
199,Campos de Al-Andalus III,"Savanna Power Solar 4, S.L.",solar_fv,desconocido,9.98,,,,2023-03-24,2023-03-24,Gibraleón; San Juan del Puerto; Trigueros,21035;21064;21070,Huelva,https://juntadeandalucia.es/eboja/2023/57/BOJA23-057-00001-5019-01_00280071.pdf
200,"Planta solar fotovoltaica Puerto de Santa María I de 46,90 MW","Puerto de Santa María Energía I, S.L.U.",solar_fv,desfavorable,46.9,46.9,,,2024-02-01,2025-02-24,Jerez de la Frontera; Sanlúcar de Barrameda,11020;11032,Cádiz,https://juntadeandalucia.es/eboja/2024/23/BOJA24-023-00002-376-01_00295415.pdf https://juntadeandalucia.es/eboja/2025/15/BOJA25-015-00001-55943-01_00312890.pdf https://juntadeandalucia.es/eboja/2025/35/BOJA25-035-00001-2359-01_00315968.pdf https://juntadeandalucia.es/eboja/2025/37/BOJA25-037-00001-2462-01_00316071.pdf
201,Modificación del proyecto de la línea evacuación de las plantas fotovoltaicas FV Coto y FV Río,"FV La Cañada de Tabernas, S.L.; FV Turrillas Matanegra, S.L.",linea_evacuacion,desconocido,49.89,,,,2022-12-15,2025-05-15,Benahadux; Gádor; Huércal de Almería,04024;04047;04052,Almería,https://juntadeandalucia.es/eboja/2022/239/BOJA22-239-00001-19599-01_00272818.pdf https://juntadeandalucia.es/eboja/2023/15/BOJA23-015-00001-672-01_00275737.pdf https://juntadeandalucia.es/eboja/2023/27/BOJA23-027-00001-376-01_00275460.pdf https://juntadeandalucia.es/eboja/2023/35/BOJA23-035-00001-2090-01_00277236.pdf https://juntadeandalucia.es/eboja/2023/51/BOJA23-051-00001-2092-01_00277241.pdf https://juntadeandalucia.es/eboja/2025/91/BOJA25-091-00001-6096-01_00319697.pdf
202,Ardenis Solar,"Ardenis Solar, S.L.",solar_fv,desconocido,,,,,2023-01-24,2023-01-24,Casarabonela; Pizarra,29040;29080,Málaga,https://juntadeandalucia.es/eboja/2023/15/BOJA23-015-00001-478-01_00275574.pdf
203,FV Santiponce,"Iberdrola Renovables Andalucía, S.A.U.",solar_fv,favorable_condicionada,52.812,45.836,,,2022-11-23,2022-11-23,Castilblanco de los Arroyos; Guillena; Salteras; Valencina de la Concepción,41027;41049;41085;41096,Sevilla,https://juntadeandalucia.es/eboja/2022/225/BOJA22-225-00001-15469-01_00268748.pdf
207,Planta Solar FV Llanos del Guadalquivir 4,Arena Power Ren 08,solar_fv,favorable_condicionada,4.37,4.37,31.5576,,2024-07-23,2024-07-23,La Rinconada,41081,Sevilla,https://juntadeandalucia.es/eboja/2024/142/BOJA24-142-00001-47693-01_00304642.pdf
208,UT1,"Anthophila Energía Renovables, S.L.",solar_fv,favorable_condicionada,52.472,,,,2023-03-23,2023-03-23,La Rinconada; Sevilla,41081;41091,Sevilla,https://juntadeandalucia.es/eboja/2023/56/BOJA23-056-00001-1173-01_00276311.pdf
209,Planta Solar Fotovoltaica Las Gabias 1,"Liberty Infraestructuras, S.L.",solar_fv,desconocido,,,,,2023-03-23,2025-03-05,Las Gabias,18905,Granada,https://juntadeandalucia.es/eboja/2023/56/BOJA23-056-00001-5018-01_00280068.pdf https://juntadeandalucia.es/eboja/2025/43/BOJA25-043-00001-1655-01_00315263.pdf https://juntadeandalucia.es/eboja/2025/7/BOJA25-007-00001-103-01_00313716.pdf
211,La Morera,,eolica,desconocido,,,,,2023-02-23,2023-02-23,Casares; Manilva,29041;29068,Málaga,https://juntadeandalucia.es/eboja/2023/37/BOJA23-037-00001-2138-01_00277217.pdf
212,Parque Eólico «La Utrera»,,eolica,desconocido,,,,,2023-02-23,2023-02-23,Casares; Manilva,29041;29068,Málaga,https://juntadeandalucia.es/eboja/2023/37/BOJA23-037-00001-2512-01_00277668.pdf
213,Planta Solar Fotovoltaica OPDE Íllora 2,"Planta Solar OPDE 20, S.L.; Planta Solar OPDE 21, S.L.",solar_fv,en_consulta,99.98,,,,2023-02-23,2023-02-23,Chimeneas; Pinos Puente; Íllora,18061;18158;18102,Granada,https://juntadeandalucia.es/eboja/2023/37/BOJA23-037-00001-1411-01_00276458.pdf
218,Planta Solar Fotovoltaica «Carmona» 50 MWp,"Vegateseo Solar, S.L.",solar_fv,favorable_condicionada,50.0,,,,2022-12-22,2022-12-22,La Rinconada; Santiponce; Sevilla,41081;41089;41091,Sevilla,https://juntadeandalucia.es/eboja/2022/244/BOJA22-244-00001-20297-01_00273495.pdf
219,Hoyas Grandes I,"Solar de la Contraviesa 1, S.L.; Solar de la Contraviesa 2, S.L.",solar_fv,desconocido,,,,,2022-12-22,2022-12-22,Ventas de Huelma,18185,Granada,https://juntadeandalucia.es/eboja/2022/244/BOJA22-244-00001-19265-01_00272544.pdf
220,Parque Fotovoltaico Dalías II DE 30 MWP y su línea de evacuación,AND 1 Desarrollos Solar S.L.,solar_fv,desconocido,30.0,,,,2023-11-10,2024-04-02,Alcolea; Balanegra; Berja; Dalías; El Ejido; La Mojonera,04007;04904;04029;04038;04902;04903,Almería,https://juntadeandalucia.es/eboja/2023/216/BOJA23-216-00001-665-01_00275739.pdf https://juntadeandalucia.es/eboja/2023/224/BOJA23-224-00001-2791-01_00277879.pdf https://juntadeandalucia.es/eboja/2024/63/BOJA24-063-00001-1333-01_00297121.pdf
221,Planta solar fotovoltaica Señora de la Paz,"EDP Renovables España, S.L.",solar_fv,favorable_condicionada,,,,,2022-11-22,2022-11-22,Medina Sidonia,11023,Cádiz,https://juntadeandalucia.es/eboja/2022/224/BOJA22-224-00001-17803-01_00271049.pdf
222,PSFV Jerez,"Urbasolar España Planta FV 3, S.L.",solar_fv,favorable_condicionada,,,,,2024-10-22,2024-10-22,Puerto Real,11028,Cádiz,https://juntadeandalucia.es/eboja/2024/206/BOJA24-206-00001-52261-01_00309209.pdf
227,Planta Solar FV Llanos del Guadalquivir 2,Arena Power Ren 06,solar_fv,favorable_condicionada,4.99,4.99,33.6171,,2024-07-22,2024-07-22,La Rinconada,41081,Sevilla,https://juntadeandalucia.es/eboja/2024/141/BOJA24-141-00001-47691-01_00304640.pdf
228,Planta Solar FV Llanos del Guadalquivir 3,Arena Power Ren 07,solar_fv,desconocido,4.37,,40.6335,,2024-07-22,2024-07-22,La Rinconada,41081,Sevilla,https://juntadeandalucia.es/eboja/2024/141/BOJA24-141-00001-47692-01_00304641.pdf
229,Planta Solar Fotovoltaica Loma de los Pinos,Parque Eólico Loma de los Pinos,solar_fv,favorable_condicionada,12.48,8.5,,,2023-12-01,2024-07-22,Lebrija,41053,Sevilla,https://juntadeandalucia.es/eboja/2023/231/BOJA23-231-00002-17143-01_00292142.pdf https://juntadeandalucia.es/eboja/2024/141/BOJA24-141-00001-47740-01_00304689.pdf
230,Planta Solar FV Llanos del Guadalquivir 6,Arena Power Ren 09,solar_fv,favorable_condicionada,4.37,4.37,40.6335,,2024-07-22,2024-07-22,La Rinconada,41081,Sevilla,https://juntadeandalucia.es/eboja/2024/141/BOJA24-141-00001-47688-01_00304637.pdf
231,Planta Solar FV Llanos del Guadalquivir 1,Arena Power Ren 05,solar_fv,favorable_condicionada,4.99,4.99,45.7061,,2024-07-22,2024-07-22,La Rinconada,41081,Sevilla,https://juntadeandalucia.es/eboja/2024/141/BOJA24-141-00001-47756-01_00304706.pdf
233,Planta Solar FV Llanos del Guadalquivir 5,Arena Power Ren 09,solar_fv,favorable_condicionada,4.37,4.37,33.6171,,2024-07-22,2024-07-22,La Rinconada,41081,Sevilla,https://juntadeandalucia.es/eboja/2024/141/BOJA24-141-00001-47689-01_00304639.pdf
236,Planta solar fotovoltaica Santo Domingo Solar,"Solar AF 2018 Uno, S.L.",solar_fv,favorable_condicionada,34.5,,,,2023-02-22,2023-02-22,San Roque,11033,Cádiz,https://juntadeandalucia.es/eboja/2023/36/BOJA23-036-00001-919-01_00276016.pdf
237,PSF Campanilla Solar,"Loina Investments, S.L.U",solar_fv,favorable_condicionada,5.6,,,,2023-02-22,2023-02-22,Benacazón; Huévar del Aljarafe,41015;41051,Sevilla,https://juntadeandalucia.es/eboja/2023/36/BOJA23-036-00001-2951-01_00278053.pdf
238,Agatha,"Agatha Energía, S.L.",solar_fv,favorable_condicionada,50.0,,,,2023-02-22,2023-02-22,Alcalá de Guadaíra,41004,Sevilla,https://juntadeandalucia.es/eboja/2023/36/BOJA23-036-00001-2953-01_00278061.pdf
239,Planta Solar Fotovoltaica «Heracles»,"Heracles Solar, S.L.",solar_fv,favorable_condicionada,50.0,,,,2023-02-22,2023-02-22,Alcalá de Guadaíra,41004,Sevilla,https://juntadeandalucia.es/eboja/2023/36/BOJA23-036-00001-2954-01_00278056.pdf
244,PSFV Beato,"Luxida Solar, S.L.",solar_fv,favorable_condicionada,,,,,2025-01-22,2025-01-22,Chiclana de la Frontera; Puerto Real,11015;11028,Cádiz,https://juntadeandalucia.es/eboja/2025/14/BOJA25-014-00001-502-01_00314112.pdf
246,Planta Solar Fotovoltaica «CA1»,"Anthophila Energía Renovables, S.L.",solar_fv,favorable_condicionada,11.0,11.0,,,2022-09-21,2022-09-21,La Rinconada; Sevilla,41081;41091,Sevilla,https://juntadeandalucia.es/eboja/2022/182/BOJA22-182-00001-14765-01_00268044.pdf
247,"PSFV Mesa Roldán 5 de 2,5 MW","Turgallium Solar 1, S.L.",solar_fv,favorable_condicionada,2.5,2.5,,,2026-08-21,2026-08-21,Vejer de la Frontera,11039,Cádiz,https://juntadeandalucia.es/eboja/2026/162/BOJA26-162-00001-8343-01_00339577.pdf
248,PSFV «HSF Granville»,"Granville Invest, S.L.U.",solar_fv,favorable_condicionada,50.022,39.401,,,2023-07-21,2023-07-21,Coria del Río; Dos Hermanas,41034;41038,Sevilla,https://juntadeandalucia.es/eboja/2023/139/BOJA23-139-00001-12152-01_00287178.pdf
249,PSFV «HSF Plumlee»,"Plumlee, S.L.U.",solar_fv,favorable_condicionada,50.115,46.7,,,2023-07-21,2023-07-21,Dos Hermanas,41038,Sevilla,https://juntadeandalucia.es/eboja/2023/139/BOJA23-139-00001-12209-01_00287235.pdf
251,Infraestructura de evacuación del Proyecto eólico La Granada y Zufre,"Bogaris PV22, S.L.U.",linea_evacuacion,desconocido,46.6,46.6,,,2023-06-02,2025-03-21,La Granada de Río-Tinto; Nerva; Zufre,21036;21052;21079,Huelva,https://juntadeandalucia.es/eboja/2023/104/BOJA23-104-00001-9349-01_00284381.pdf https://juntadeandalucia.es/eboja/2025/55/BOJA25-055-00001-3684-01_00317289.pdf
256,Deneb Solar,"Deneb Solar, S.L.",solar_fv,desconocido,43.98,,,,2023-02-21,2023-02-21,Teba,29089,Málaga,https://juntadeandalucia.es/eboja/2023/35/BOJA23-035-00001-2051-01_00277153.pdf
259,Parque Solar Fotovoltaico 30 MWp Marmolejo Solar II,"Cleveland Bronwns Time, S.L.U.",solar_fv,favorable_condicionada,30.0,,,,2023-02-21,2023-02-21,Marmolejo,23059,Jaén,https://juntadeandalucia.es/eboja/2023/35/BOJA23-035-00001-2622-01_00277810.pdf
262,Parque Eólico Parapanda,"Dalton Gestión de Activos, S.L.",,desconocido,,,,,2023-12-20,2023-12-20,Montefrío; Íllora,18135;18102,Granada,https://juntadeandalucia.es/eboja/2023/242/BOJA23-242-00001-18793-01_00293898.pdf
263,Rotasol Energy III,"Rotasol Energy III, S.L.",solar_fv,desconocido,21.861,,,,2022-12-20,2022-12-20,Dos Hermanas,41038,Sevilla,https://juntadeandalucia.es/eboja/2022/242/BOJA22-242-00001-20288-01_00273515.pdf
264,Planta Solar Fotovoltaica Mesa Roldán 3,"Turgallium Solar 1, S.L.",solar_fv,favorable_condicionada,,,,,2024-11-20,2024-11-20,Conil de la Frontera; Vejer de la Frontera,11014;11039,Cádiz,https://juntadeandalucia.es/eboja/2024/226/BOJA24-226-00001-52263-01_00309213.pdf
265,Camino de Indias 21,"Arena Green Power Ren 9, S.L.U.",solar_fv,desconocido,4.99,,,,2024-11-20,2024-11-20,San Juan del Puerto,21064,Huelva,https://juntadeandalucia.es/eboja/2024/226/BOJA24-226-00001-52566-01_00309515.pdf
266,Subestación Eléctrica Villegas y línea subterránea de alta tensión,"Energía, Innovación y Desarrollo Fotovoltaico, S.A.",linea_evacuacion,desfavorable,,,,,2023-10-20,2023-10-20,Los Barrios,11008,Cádiz,https://juntadeandalucia.es/eboja/2023/202/BOJA23-202-00001-16091-01_00291071.pdf
269,Fregenal Amate,"Fregenal Solar, S.L.",almacenamiento,favorable_condicionada,,,,,2026-02-16,2026-02-20,Sevilla,41091,Sevilla,https://juntadeandalucia.es/eboja/2026/31/BOJA26-031-00001-1708-01_00332933.pdf https://juntadeandalucia.es/eboja/2026/35/BOJA26-035-00001-1780-01_00333005.pdf https://juntadeandalucia.es/eboja/2026/35/BOJA26-035-00001-1781-01_00333006.pdf https://juntadeandalucia.es/eboja/2026/35/BOJA26-035-00001-1782-01_00333007.pdf
270,"Planta Solar Fotovoltaica Los Romanos, Planta Solar Fotovoltaica El Puente, Planta Solar Fotovoltaica La Caracola","Macrina Solar 15, S.L.U.",solar_fv,desfavorable,14.85,14.85,,,2026-02-20,2026-02-20,Atarfe; Pinos Puente; Santa Fe,18022;18158;18175,Granada,https://juntadeandalucia.es/eboja/2026/35/BOJA26-035-00001-2264-01_00333489.pdf
277,Proyecto de instalación solar fotovoltaica Pulpí II de 998 kW y línea de evacuación de 25 kV,"Energía, Innovación y Desarrollo Fotovoltaico, S.A.",solar_fv,desconocido,1.098,0.998,,,2023-01-20,2023-01-20,Cuevas del Almanzora; Pulpí,04035;04075,Almería,https://juntadeandalucia.es/eboja/2023/13/BOJA23-013-00001-684-01_00275735.pdf
278,Proyecto de Planta Solar Fotovoltaica Cacín Solar I,"Fotovoltaica Puerto Cruz II, S.L.",solar_fv,desconocido,25.0,,,,2023-01-20,2023-01-20,Almócita,04014,Almería,https://juntadeandalucia.es/eboja/2023/13/BOJA23-013-00001-678-01_00275731.pdf
279,Planta Solar Fotovoltaica «Hinojos A»,"Energías Renovables de Prometeo, S.L.",solar_fv,favorable_condicionada,49.49,44.0,,,2023-01-20,2023-01-20,Huelva; Palos de la Frontera,21041;21055,Huelva,https://juntadeandalucia.es/eboja/2023/13/BOJA23-013-00001-411-01_00275512.pdf https://juntadeandalucia.es/eboja/2023/13/BOJA23-013-00001-414-01_00275513.pdf
282,Ermita de Alcolea I,Serrata de Tabernas S.L.,solar_fv,desconocido,4.0,4.0,,,2023-01-20,2023-01-20,Alcolea; Laujar de Andarax,04007;04057,Almería,https://juntadeandalucia.es/eboja/2023/13/BOJA23-013-00001-682-01_00275732.pdf
284,PSF Greencar 1,"Green Ric Energy, S.L.U.",solar_fv,favorable_condicionada,39.566,30.0,,,2023-01-20,2023-01-20,Carmona,41024,Sevilla,https://juntadeandalucia.es/eboja/2023/13/BOJA23-013-00001-21041-01_00274690.pdf
285,PSF Greencar 3,"Green Ric Energy, S.L.U.",solar_fv,favorable_condicionada,26.5437,23.66,,,2023-01-20,2023-01-20,Carmona,41024,Sevilla,https://juntadeandalucia.es/eboja/2023/13/BOJA23-013-00001-21687-01_00275269.pdf
286,FV Los Mangos,"Mangos Energy, S.L.",solar_fv,favorable_condicionada,46.64,,100.6,,2022-10-19,2023-05-19,Alcalá de Guadaíra,41004,Sevilla,https://juntadeandalucia.es/eboja/2022/201/BOJA22-201-00001-15686-01_00268967.pdf https://juntadeandalucia.es/eboja/2023/94/BOJA23-094-00001-5314-01_00280368.pdf
287,"Plantas Solares Fotovoltaicas Olivares I y II, subestación eléctrica transformadora y línea aérea de alta tensión","Real Energy Power, S.L.U.",solar_fv,favorable_condicionada,,,,,2022-10-19,2022-11-04,Andújar; Arjona; Fuerte del Rey; Lahiguera; Torredelcampo,23005;23006;23035;23040;23086,Jaén,https://juntadeandalucia.es/eboja/2022/201/BOJA22-201-00001-15968-01_00269295.pdf https://juntadeandalucia.es/eboja/2022/212/BOJA22-212-00001-17106-01_00270375.pdf
288,Arbotante Solar,"Arbotante Solar, S.L.",solar_fv,favorable_condicionada,45.0,,,,2022-09-19,2022-09-19,Guillena,41049,Sevilla,https://juntadeandalucia.es/eboja/2022/180/BOJA22-180-00001-14069-01_00267353.pdf
289,"Planta de Almacenamiento Ingrina Los Barrios, de potencia instalada de 5 MW y 20 MWH y Línea de evacuación 20 kV DC y Centro de Seccionamiento Asociados","Ingrina Solar, S.L.",almacenamiento,favorable_condicionada,5.0,5.0,,,2023-07-19,2026-07-07,Los Barrios,11008,Cádiz,https://juntadeandalucia.es/eboja/2023/137/BOJA23-137-00001-12128-01_00287149.pdf https://juntadeandalucia.es/eboja/2023/137/BOJA23-137-00001-12145-01_00287165.pdf https://juntadeandalucia.es/eboja/2025/7/BOJA25-007-00001-132-01_00313745.pdf https://juntadeandalucia.es/eboja/2026/125/BOJA26-125-00001-8345-01_00339580.pdf https://juntadeandalucia.es/eboja/2026/125/BOJA26-125-00001-8346-01_00339579.pdf https://juntadeandalucia.es/eboja/2026/129/BOJA26-129-00001-8705-01_00339937.pdf
291,"PSFV Global 2 de 49,99 MWp y sus infraestructuras de evacuación","Global Solar Energy Dos, S.L.U.",solar_fv,desfavorable,49.99,,,,2023-07-19,2023-07-19,Tarifa,11035,Cádiz,https://juntadeandalucia.es/eboja/2023/137/BOJA23-137-00001-12154-01_00287173.pdf
293,Planta fotovoltaica Salomé,"Enel Green Power España, S.L.",solar_fv,favorable_condicionada,30.75,,,,2025-02-19,2025-02-19,Baza; Zújar,18023;18194,Granada,https://juntadeandalucia.es/eboja/2025/34/BOJA25-034-00001-1873-01_00315483.pdf
296,Venta Angulo,"Generación Fotovoltaica Meridional, S.L.U.",solar_fv,desfavorable,,37.2,,,2023-12-18,2023-12-18,Caniles,18039,Granada,https://juntadeandalucia.es/eboja/2023/240/BOJA23-240-00001-18934-01_00294055.pdf
301,El Cortijo,"Amapola Desarrollos España, S.L.; Roble Desarrollos Fotovoltaicos España, S.L.",solar_fv,favorable_condicionada,,89.745,,,2025-05-13,2025-08-18,Huéneja,18097,Granada,https://juntadeandalucia.es/eboja/2025/157/BOJA25-157-00001-9916-01_00323515.pdf https://juntadeandalucia.es/eboja/2025/89/BOJA25-089-00001-5255-01_00318856.pdf
302,LAT 220 KV Burguillos-Ice Guillena (Tramo AP. 117 - AP.34),Inversiones Energy Madrid S.L.,linea_evacuacion,favorable_condicionada,,,,,2024-07-18,2024-07-18,Guillena,41049,Sevilla,https://juntadeandalucia.es/eboja/2024/139/BOJA24-139-00001-47819-01_00304769.pdf
305,Aprovechamiento de aguas regeneradas para riego,Comunidad de Regantes de Alcalá la Real,solar_fv,en_consulta,343.0,300.0,399.71,,2023-01-18,2023-01-18,,,,https://juntadeandalucia.es/eboja/2023/11/BOJA23-011-00003-575-01_00275641.pdf
