id,source,source_id,published_at,title,url,project_id,role,match_score,confidence,verdict,doc_type
41,boe,BOE-A-2023-10536,2023-05-01,"Resolución de 20 de abril de 2023, de la Dirección General de Calidad y Evaluación Ambiental, por la que se formula declaración de impacto ambiental del proyecto parque solar fotovoltaico ""Campos del Condado IV"" de 57,798 MWp/51 MWn, y su infraestructura de evacuación, en Beas y Trigueros (Huelva).",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-10536,41,dia,1.0,0.98,favorable_condicionada,dia
42,boe,BOE-A-2023-11166,2023-05-11,"Resolución de 20 de abril de 2023, de la Dirección General de Calidad y Evaluación Ambiental, por la que se formula declaración de impacto ambiental del proyecto «Parques Solares Fotovoltaicos ""Ciudad de Tartessos I y Ciudad de Tartessos II"" de 66,275 MWp/51 MWn cada uno, y su infraestructura de evacuación, en San Juan del Puerto, Trigueros, Palos de la Frontera y Moguer (Huelva)».",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-11166,42,dia,1.0,0.98,favorable_condicionada,dia
43,boe,BOE-A-2023-15445,2023-07-03,"Resolución de 21 de junio de 2023, de la Dirección General de Calidad y Evaluación Ambiental, por la que se formula declaración de impacto ambiental del proyecto «Planta Fotovoltaica Híbrida ""Tallisca"" de 39,975 MWn (Huelva)».",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-15445,43,dia,1.0,1.0,favorable_condicionada,dia
44,boe,BOE-A-2023-16374,2023-07-14,"Resolución de 30 de junio de 2023, de la Dirección General de Calidad y Evaluación Ambiental, por la que se formula declaración de impacto ambiental del proyecto ""Parque fotovoltaico Valdefuentes, de 27,83 MW de potencia instalada, para su hibridación con el parque eólico existente Valdefuentes, de 28 MW, y de su infraestructura de evacuación, en la provincia de Huelva"".",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-16374,44,dia,1.0,0.98,favorable_condicionada,dia
45,boe,BOE-A-2023-17621,2023-07-31,"Resolución de 21 de julio de 2023, de la Dirección General de Calidad y Evaluación Ambiental, por la que se modifican las condiciones de la Resolución de 15 de junio de 2015, de la Secretaría de Estado de Medio Ambiente, por la que se formula declaración de impacto ambiental sobre el proyecto ""Instalación Fotovoltaica Don Rodrigo de 150 MW, en Utrera y Alcalá de Guadaíra (Sevilla)"".",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-17621,45,modificacion,1.0,0.98,no_aplica,modificacion
46,boe,BOE-A-2023-17715,2023-08-01,"Resolución de 21 de julio de 2023, de la Dirección General de Calidad y Evaluación Ambiental, por la que se formula declaración de impacto ambiental del proyecto ""Parque fotovoltaico Los Lirios, de 48 MW de potencia instalada, para su hibridación con el parque eólico existente Los Lirios, de 48 MW, y de su infraestructura de evacuación, en la provincia de Huelva"".",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-17715,46,dia,1.0,0.98,favorable_condicionada,dia
47,boe,BOE-A-2023-19635,2023-09-18,"Resolución de 28 de agosto de 2023, de la Dirección General de Calidad y Evaluación Ambiental, por la que se formula declaración de impacto ambiental del proyecto ""Plantas fotovoltaicas Ronda I, Ronda II y Ronda III, de 103 MWp y 93 MWn cada una y su infraestructura de evacuación, en las provincias de Cádiz y Málaga"".",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-19635,47,dia,1.0,1.0,favorable_condicionada,dia
48,boe,BOE-A-2023-19636,2023-09-18,"Resolución de 28 de agosto de 2023, de la Dirección General de Calidad y Evaluación Ambiental, por la que se formula declaración de impacto ambiental del proyecto ""Parque eólico Hinojosa Ampliación, de 25,12 MW, y de la infraestructura de evacuación, en los términos municipales de Alcalá del Valle, Torre Alháquime y Setenil de Las Bodegas, en la provincia de Cádiz"".",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-19636,22,dia,0.8,0.98,desfavorable,dia
49,boe,BOE-A-2023-21519,2023-10-18,"Resolución de 11 de octubre de 2023, de la Dirección General de Calidad y Evaluación Ambiental, por la que se corrigen errores en la de 28 de agosto de 2023, por la que se formula declaración de impacto ambiental del proyecto ""Plantas fotovoltaicas Ronda I, Ronda II y Ronda III, de 103 MWp y 93 MWn cada una y su infraestructura de evacuación, en las provincias de Cádiz y Málaga"".",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-21519,49,dia,1.0,0.95,favorable_condicionada,dia
50,boe,BOE-A-2024-4475,2024-03-07,"Resolución de 22 de febrero de 2024, de la Dirección General de Calidad y Evaluación Ambiental, por la que se formula informe de impacto ambiental del proyecto ""Planta solar fotovoltaica para autoconsumo en isla y sistemas de mejora de eficiencia energética a través de variadores y otros dispositivos, para el bombeo balsa Cadimo al sitio, polígono 10 parcela 43 de 23004 Jaén"".",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-4475,50,otro,0.8,1.0,no_aplica,otro
51,boe,BOE-A-2024-4770,2024-03-11,"Resolución de 27 de febrero de 2024, de la Dirección General de Calidad y Evaluación Ambiental, por la que se formula declaración de impacto ambiental del proyecto ""Planta fotovoltaica hibridación Alijar, de 26,57 MWp, y su infraestructura de evacuación, en el término municipal de Jerez de La Frontera, en la provincia de Cádiz"".",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-4770,51,dia,0.8095,1.0,desfavorable,dia
52,boe,BOE-A-2024-6940,2024-04-08,"Resolución de 1 de abril de 2024, de la Dirección General de Calidad y Evaluación Ambiental, por la que se modifican las condiciones de la Resolución de 20 de enero de 2023, por la que se formula declaración de impacto ambiental del proyecto ""Plantas solares fotovoltaicas Rey I Solar PV de 120 MWp, Rey II Solar PV de 120 MWp, Rey III Solar PV de 120 MWp, Rey IV Solar PV de 120 MWp y su infraestructura de evacuación, en Carmona (Sevilla)"".",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-6940,4,modificacion,0.8,0.98,no_aplica,modificacion
